id,recipe_name,pipeline_version,workflow_name,batch_id,preset_id,preset_name,start_time,end_time,main_file_id,data_pipeline_id,job_id,reference,observation_date,observation_night,observation_id,status,previous_status,is_standard,need_validation,validation_status,previous_validation_status,uuid,output_status,prog_id,parent_process_id,top_parent_process_id,launcher,launcher_label,performance,estimated_duration,ratio_perf,current_time,progress,user_email,user_display
579626,zpl_science_p1,production,,,,,2024-08-14 07:24:22.0,2024-08-14 07:31:28.0,2977823,12,82898057,UMon_20c_05_44-45_not_norm,2018-12-30 05:44:27.0,2018-12-29,1944769,finishing,,false,true,to_validate,,sphere_5:1e0fd4a8-e450-4790-b3aa-e70f853db000,full,0101.D-0752(A),,,sphere-dc,sphere-dc-grid,,583782,,2024-08-14T07:31:52,,kateryna.andrych@hdr.mq.edu.au,
579625,zpl_science_p1,production,,,,,2024-08-14 07:22:39.0,2024-08-14 07:30:33.0,2977951,12,82898056,UMon_19c_05_42-44(1)_not_norm,2018-12-30 05:42:40.0,2018-12-29,1944769,waiting_validation,,false,true,to_validate,,,full,0101.D-0752(A),,,sphere-dc,sphere-dc-grid,0.609704641350211,584511,1.2264609697550846,2024-08-14T07:31:52,,kateryna.andrych@hdr.mq.edu.au,
579624,zpl_science_p1,production,,,,,2024-08-14 07:21:00.0,2024-08-14 07:28:57.0,2978001,12,82898055,UMon_18c_05_40-42(1)_not_norm,2018-12-30 05:40:53.0,2018-12-29,1944769,waiting_validation,,false,true,to_validate,,,full,0101.D-0752(A),,,sphere-dc,sphere-dc-grid,0.6058700209643606,585233,1.220833739534814,2024-08-14T07:31:52,,kateryna.andrych@hdr.mq.edu.au,
579623,zpl_science_p1,production,,,,,2024-08-14 07:19:09.0,2024-08-14 07:27:23.0,2978130,12,82898054,UMon_17c_05_39-40(1)_not_norm,2018-12-30 05:39:04.0,2018-12-29,1944769,waiting_validation,,false,true,to_validate,,,full,0101.D-0752(A),,,sphere-dc,sphere-dc-grid,0.5850202429149798,585233,1.1804834117982317,2024-08-14T07:31:52,,kateryna.andrych@hdr.mq.edu.au,
579622,zpl_science_p1,production,,,,,2024-08-14 07:17:55.0,2024-08-14 07:26:29.0,2979086,12,82898053,UMon_16c_05_37-38_not_norm,2018-12-30 05:37:03.0,2018-12-29,1944769,waiting_validation,,false,true,to_validate,,,full,0101.D-0752(A),,,sphere-dc,sphere-dc-grid,0.5622568093385214,586034,1.1357630396368361,2024-08-14T07:31:52,,kateryna.andrych@hdr.mq.edu.au,
579621,zpl_science_p1,production,,,,,2024-08-14 07:17:01.0,2024-08-14 07:26:01.0,2978959,12,82898052,UMon_15c_05_35-36_not_norm,2018-12-30 05:35:09.0,2018-12-29,1944769,waiting_validation,,false,true,to_validate,,,full,0101.D-0752(A),,,sphere-dc,sphere-dc-grid,0.5351851851851852,586034,1.0810781525432107,2024-08-14T07:31:52,,kateryna.andrych@hdr.mq.edu.au,
579620,zpl_science_p1,production,,,,,2024-08-14 07:14:15.0,2024-08-14 07:22:40.0,2978362,12,82898051,UMon_14c_05_33-34_not_norm,2018-12-30 05:33:17.0,2018-12-29,1944769,waiting_validation,,false,true,to_validate,,,full,0101.D-0752(A),,,sphere-dc,sphere-dc-grid,0.5722772277227722,587159,1.1574488977420265,2024-08-14T07:31:52,,kateryna.andrych@hdr.mq.edu.au,
579619,zpl_science_p1,production,,,,,2024-08-14 07:12:47.0,2024-08-14 07:21:14.0,2978015,12,82898050,UMon_13c_05_31-32_not_norm,2018-12-30 05:31:24.0,2018-12-29,1944769,waiting_validation,,false,true,to_validate,,,full,0101.D-0752(A),,,sphere-dc,sphere-dc-grid,0.5700197238658777,587159,1.1543062003698543,2024-08-14T07:31:52,,kateryna.andrych@hdr.mq.edu.au,
579618,zpl_science_p1,production,,,,,2024-08-14 07:10:41.0,2024-08-14 07:19:02.0,2977984,12,82898049,UMon_12c_05_29-30_not_norm,2018-12-30 05:29:26.0,2018-12-29,1944769,waiting_validation,,false,true,to_validate,,,full,0101.D-0752(A),,,sphere-dc,sphere-dc-grid,0.5768463073852296,588503,1.169729144007645,2024-08-14T07:31:52,,kateryna.andrych@hdr.mq.edu.au,
579617,zpl_science_p1,production,,,,,2024-08-14 07:08:50.0,2024-08-14 07:16:45.0,2978938,12,82898048,UMon_11c_05_27-28_not_norm,2018-12-30 05:27:31.0,2018-12-29,1944769,waiting_validation,,false,true,to_validate,,,full,0101.D-0752(A),,,sphere-dc,sphere-dc-grid,0.608421052631579,588503,1.2361248835653733,2024-08-14T07:31:52,,kateryna.andrych@hdr.mq.edu.au,
